Arabic Lemma,Arabic Definition,English Lemma or Gap,English Definition
بيتزا بالتونة,هي بيتزا تحتوي على التونة.,Tuna Pizza,"a pizza topped with tuna fish, often combined with ingredients like cheese, tomatoes, onions, and olives, offering a savory flavor."
بروتين,"مادة عضوية أساسها التركيبي الأحماض الأمينية، توجد بكثرة في حبوب القرنيات واللحوم والأجبان وغير ذلك، وهي إحدى المواد الثلاث الرئيسية لغذاء الإنسان والحيوان ",Protein,"a vital nutrient made up of amino acids, essential for building and repairing tissues in the body. It is found in foods like meat, beans, eggs, and dairy."
بزر قطونا,بذور نبات عشبي حولي من فصيلة لسان الحمل تنبت في الأرض الرملية وتستعمل في حالة الإمساك.,GAP,
بزر,نوى كل شيء كالزبيب والعنب والرمان والتمر.,GAP,
بزر بطيخ,"هو البزر الموجود في ثمار البطيخ، وهو من أشهر أنواع البزر التي تؤكل في التسالي. يتميز بزر البطيخ بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن.",GAP,
بزر عباد شمس,"هو البزر الموجود في ثمار عباد الشمس، وهو من أكثر أنواع البزر شيوعا في العالم. يتميز بزر عباد الشمس بمذاقه الحلو وملمسه المقرمش، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف وفيتامين E.",Sunflower Seeds,"Edible seeds from the sunflower plant, often eaten as a snack or used as an ingredient in dishes. They are rich in healthy fats, vitamins, and minerals."
بزر شمام,"هو البزر الموجود في ثمار الشمام، وهو مشابه لبزر البطيخ من حيث الشكل والمذاق. يتميز بزر الشمام أيضا بفوائده الصحية، مثل تحسين صحة القلب وتعزيز الهضم.",GAP,
بزر قرع,"هو البذور الموجودة في ثمار القرع، وهي من الأطعمة الصحية التي يمكن أن تقدم كوجبة خفيفة أو كجزء من وجبة صحية. يتميز بزر القرع بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن.",GAP,
بياض,"نوع من السمك من الفصيلة السلورية، يعيش في النيل، جسمه عارٍ من القشور، ولون ظهره رمادي فضي وبطنه أبيض، له زعنفتان ظهريتان",GAP,
قشر بياض,"سمكة نيلية عريضة من فصيلة القشريات، ورتبة العظميات، ذات قشور يزيد طولها على شبر، ولحمها من أجود اللحوم الطرية",GAP,
بسيمة, نوع من الحلوى يصنع من مبشور جوز الهند والسكر وقليل من الدقيق والسمن وغير ذلك,GAP,
بندق,"نبات من الفصيلة البتولية، بعض أنواعه يزرع لثمره أو للتزيين، وبعضها يزرع في الأحراج، وتطلق الكلمة أيضا على ثمار ذلك النبات، وهي ثمار لوزية صغيرة مستديرة لذيذة الطعم، يستخرج من بذوره دهن يقوم مقام دهن اللوز.",Hazelnut,"A small, round nut with a smooth, brown shell, known for its sweet and slightly earthy flavor, often used in desserts and chocolates."
بلان,"  نبات بري كثير الشوك من الفصيلة الوردية ينتشر في الأراضي فيجعلها غير صالحة للزراعة، وله فوائد في علاج الداء السكري",GAP,
خمير بيرة,رغوة تظهر على سطح البيرة المتخمرة,GAP,
بن,"حب شجر من الفصيلة الفوية يقلى ثم يطحن ويتخذ منه شراب منبه يسمى القهوة، وأهم مصادره- اليمن والحبشة والبرازيل",Coffee_Bean,"the seed of the coffee plant, roasted and ground to make coffee."
ثمرة أرض,ما تنتجه الأرض من غذاء للبشر والحيوانات,GAP,
جلوكوز,"مادة بيضاء سكرية تكون في العسل والثمار وغيرها، تستخدم في صناعة الحلوى",Glucose,"a simple sugar (monosaccharide) that is an important energy source for living organisms, commonly found in fruits and used in many food products."
جمار," قلب النباتات، أي برعمها الانتهائي ويتكون من مادة بيضاء لينة لذيذة الطعم مأكولة، طعمها كطعم الحليب المتجمد.",GAP,
فستق,"هو بذرة من شجرة الفستق، وهي من الأشجار التي تنمو في المناطق المعتدلة. يتميز الفستق بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن.",Pistachio,"a small, green nut encased in a hard shell, known for its slightly sweet and nutty flavor. Often eaten as a snack or used in cooking and desserts."
جوز أو عين جمل,جنس أشجار كبيرة دائمة من فصيلة الجوزيات ثماره غنية بالمادة الدهنية وتستعمل في الأطعمة والحلويات,Walnut,"a round, hard-shelled nut with a rich, slightly bitter flavor. Walnuts are often used in baking, cooking, or eaten raw as a snack."
ثمار لوز أخضر,"ثمار غير ناضجة من شجرة اللوز، وهي نبات شجري موطنه الأصلي آسيا الوسطى. تعرف أيضا باسم اللوز النيء أو اللوز غير الناضج. تتميز ثمار اللوز الأخضر بطعمها الحامض. تستخدم ثمار اللوز الأخضر في العديد من الأطباق، مثل السلطات والشوربات والصلصات. كما يمكن تناولها نيئة أو مطبوخة",GAP,
لوز," هو بذرة من شجرة اللوز، وهي من الأشجار دائمة الخضرة التي تنمو في المناطق المعتدلة. يتميز اللوز بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن.",Almond,"an oval-shaped nut with a hard shell, known for its sweet, creamy flavor. Almonds are eaten raw, roasted, or used to make almond milk and flour."
مكسرات,فواكه جافة كالجوز واللوز والبندق ونحوها,nut,
جوز برازيلي,"هو بذرة من شجرة الجوز البرازيلي، وهي من الأشجار التي تنمو في المناطق الاستوائية. يتميز الجوز البرازيلي بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن، بالإضافة إلى احتوائه على نسبة عالية من السيلينيوم، وهو معدن مهم لصحة الغدة الدرقية.",GAP,
فول سوداني أو فستق عبيد,"نبات من الفصيلة القرنية، يزرع لبذوره الدهنية التي تؤكل محمصة، وتعصر ليستخلص منها زيت نباتي صالح للطعام",Peanut,"a legume that grows underground, often mistakenly referred to as a nut. Peanuts are crunchy, slightly sweet, and commonly used in snacks, butter, and sauces."
جوز أسود,"هو بذرة من شجرة الجوز الأسود، وهي من الأشجار التي تنمو في المناطق المعتدلة. يتميز الجوز الأسود بمذاقه الحلو وملمسه الطري، كما أنه غني بالعناصر الغذائية، مثل البروتين والألياف والفيتامينات والمعادن.",GAP,
